brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,engine_size,price_index,transmission_group
Jeep,Grand Cherokee Limited,2022,12050,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Bright White Clearcoat,Global Black,None reported,No,41599,3.6,0.8052029750642388,AT (Automatic)
Jaguar,XK8 Base,2001,150000,Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Green,White,At least 1 accident or damage reported,Yes,9875,4.0,1.0,AT (Automatic)
Porsche,Macan S,2016,46200,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,At least 1 accident or damage reported,Yes,41500,3.0,0.6595781878287957,AT (Automatic)
Mercedes-Benz,E-Class E 350,2014,88000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,15500,3.5,0.6029125957332125,AT (Automatic)
Mercedes-Benz,GL-Class GL 450 4MATIC,2015,47000,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,30089,3.0,0.8789974013488553,AT (Automatic)
Land,Rover Range Rover 3.0L Supercharged HSE,2017,50340,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,47000,3.0,1.229308100065098,AT (Automatic)
Mercedes-Benz,E-Class E 350 4MATIC,2010,67800,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,13999,3.5,0.8382802051937164,AT (Automatic)
Dodge,Dakota Sport,2002,150000,Gasoline,175.0HP 3.9L V6 Cylinder Engine Gasoline Fuel,Manual,Black,Gray,At least 1 accident or damage reported,Yes,5500,3.9,0.825,Manual
Chevrolet,Camaro ZL1,2018,13500,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Manual,Black,Black,At least 1 accident or damage reported,Yes,54000,6.2,1.417250209650549,Manual
Hummer,H3 Base,2007,101750,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,12900,3.7,1.2869435091657313,AT (Automatic)
Honda,Odyssey EX-L,2022,18385,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,Beige,None reported,Yes,37950,3.5,1.0359002915260898,AT (Automatic)
Nissan,350Z Touring,2008,123500,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Beige,At least 1 accident or damage reported,Yes,13500,3.5,1.0315383292899578,AT (Automatic)
GMC,Savana 2500 Work Van,2017,117000,E85 Flex Fuel,342.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Silver,None reported,Yes,38000,6.0,0.9894255148104631,AT (Automatic)
Mercedes-Benz,E-Class E 350 4MATIC,2010,86121,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,13600,3.5,0.8143875127248048,AT (Automatic)
Lexus,GX 460 Premium,2020,22466,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,45900,4.6,0.9505034147715272,AT (Automatic)
Nissan,Titan XD SV,2017,80000,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,23800,5.6,0.5654195616162621,AT (Automatic)
Chrysler,300 Touring,2020,23152,Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,Yes,28250,3.6,0.8685626441199078,AT (Automatic)
Dodge,Charger R/T,2006,91300,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Yellow,–,None reported,Yes,9200,5.7,1.138010249160629,AT (Automatic)
Nissan,Pathfinder SL,2020,45000,Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,None reported,Yes,28999,3.5,0.6739995700199302,AT (Automatic)
Rivian,R1S Launch Edition,2023,1885,Electric,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Green,White,None reported,Yes,93500,3.5,0.9954934843975473,AT (Automatic)
Ford,Explorer Platinum,2018,73049,Gasoline,3.5L V6 24V GDI DOHC Twin Turbo,6-Speed Automatic,Gray,Ebony Black,At least 1 accident or damage reported,Yes,30510,3.5,0.7707880345536705,AT (Automatic)
Nissan,Titan SV,2021,7250,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,38000,5.6,0.8357847854177549,AT (Automatic)
Jaguar,E-PACE S,2019,44000,Gasoline,246.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,29000,2.0,0.7967142405802278,AT (Automatic)
Ford,F-150 FX4,2014,85500,Gasoline,411.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,26900,6.2,1.1205415256443634,AT (Automatic)
GMC,Acadia Denali,2021,18083,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Ebony Twilight Metallic,Jet Black,None reported,Yes,43999,3.6,0.8051273136499629,AT (Automatic)
Lamborghini,Murcielago Base,2005,22703,Gasoline,571.0HP 6.2L 12 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,Yes,220000,6.2,1.0,Manual
Chevrolet,Camaro 1LT,2011,111000,Gasoline,312.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,10900,3.6,0.6299253966586109,AT (Automatic)
GMC,Acadia SLT-2,2013,115000,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Brown,None reported,Yes,14000,3.6,1.0047846889952152,AT (Automatic)
Chevrolet,Malibu Premier,2021,33400,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,28000,2.0,0.5244943546612094,AT (Automatic)
Toyota,Sequoia SR5,2007,136000,Gasoline,273.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,12500,4.7,0.8008456930518628,AT (Automatic)
Lexus,IS 350 F Sport,2021,26800,Gasoline,311.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,None reported,Yes,44000,3.5,0.6966306740818391,AT (Automatic)
Tesla,Model Y Performance,2022,30000,Electric,455.0HP Electric Motor Electric Fuel System,A/T,White,White,None reported,Yes,51999,3.5,0.9160774687588087,AT (Automatic)
Dodge,Challenger SRT8,2008,251634,Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,10500,6.1,0.8076923076923077,AT (Automatic)
Chrysler,300 Touring,2005,119000,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,3500,3.5,0.46571453916437505,AT (Automatic)
Cadillac,Escalade Sport Platinum,2021,28121,Gasoline,6.2L V8 16V GDI OHV,10-Speed Automatic,Black Raven,Jet Black,None reported,No,89000,6.2,1.0181838662298244,AT (Automatic)
Chrysler,Town & Country Touring,2009,111000,Gasoline,197.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,7900,3.8,1.0190042136039212,AT (Automatic)
Mazda,CX-5 Touring,2016,116500,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Blue Reflex Mica,Black,None reported,Yes,14311,2.5,0.8685862031293623,AT (Automatic)
Acura,TL 3.2,2005,199296,Gasoline,270.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,4900,3.2,0.7538848146058772,AT (Automatic)
Chevrolet,Corvette Z06 w/2LZ,2023,202,Gasoline,670.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,179000,5.5,2.2594270332871034,AT (Automatic)
Tesla,Model Y Performance,2021,11200,Electric,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Black,None reported,Yes,47500,3.5,0.9727055412133631,AT (Automatic)
Volvo,XC40 T5 Momentum,2020,56536,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,White,Charcoal,None reported,No,26599,2.0,0.6474958495416239,AT (Automatic)
Chevrolet,Camaro 2SS,2016,49600,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,32500,6.2,0.9824530399073588,AT (Automatic)
Acura,TLX Type S PMC Edition,2023,13600,Gasoline,355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,White,None reported,Yes,65000,3.0,1.304091950743221,AT (Automatic)
Volkswagen,Eos 2.0T,2007,59700,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,White,None reported,Yes,10000,2.0,1.0,AT (Automatic)
Dodge,Charger R/T Scat Pack,2018,19000,Gasoline,485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Purple,Gray,None reported,Yes,44888,6.4,0.7279567974311986,AT (Automatic)
Chevrolet,Corvette Z06,2002,17300,Gasoline,405.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,Yes,33999,5.7,1.6544793913932099,Manual
Mercedes-Benz,CLA-Class CLA 250,2014,91140,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,13500,2.0,0.5251174220902174,AT (Automatic)
BMW,M5 Base,2015,33000,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,65000,4.4,1.9231338205272346,AT (Automatic)
Jeep,Wrangler Unlimited Sport,2019,52775,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,39799,3.6,0.9943597399109301,AT (Automatic)
Mitsubishi,Lancer Sportback ES,2011,113000,Gasoline,148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,White,Black,None reported,Yes,5800,2.0,0.35365853658536583,Manual
Porsche,Macan Base,2022,13000,Gasoline,261.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,60000,2.0,0.4827704587392181,AT (Automatic)
Mercedes-Benz,CLK-Class CLK 350,2009,77925,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,16500,3.5,0.5599547511312217,AT (Automatic)
Dodge,Challenger SRT8,2011,106500,–,–,5-Speed A/T,White,White,At least 1 accident or damage reported,Yes,22500,3.5,1.6265060240963856,AT (Automatic)
Mazda,Mazda3 Grand Touring,2018,15175,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Snowflake White Pearl Metallic,Parchment,At least 1 accident or damage reported,No,19212,2.5,0.8196070902924426,AT (Automatic)
Audi,A3 2.0T Premium,2017,137000,Gasoline,186.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Gray,None reported,Yes,10995,2.0,0.22671598950858612,AT (Automatic)
BMW,528 i,2015,111000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,–,At least 1 accident or damage reported,Yes,15000,2.0,0.4438001124293618,AT (Automatic)
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,49208,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,62425,3.0,1.1725133201019278,AT (Automatic)
Audi,S5 3.0T Prestige,2018,44000,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,39000,3.0,0.9633013617578341,AT (Automatic)
Porsche,718 Boxster Base,2017,26000,Gasoline,300.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,45500,2.0,0.6594611260512837,AT (Automatic)
Chevrolet,Corvette Stingray w/2LT,2020,1800,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,76000,6.2,1.3768060515054288,AT (Automatic)
Lamborghini,Urus Pearl Capsule,2021,3771,Gasoline,"4L V-8 gasoline direct injection, DOHC, variable valve control,",Automatic,Grigio Nimbus,Bianco Polar,None reported,No,259991,4.0,1.044292942343662,AT (Automatic)
Maserati,Quattroporte S,2012,50000,Gasoline,425.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,26497,4.7,0.8229265338447443,AT (Automatic)
Subaru,Impreza 2.0i,2018,93000,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Black,At least 1 accident or damage reported,Yes,16000,2.0,0.7314369307077795,AT (Automatic)
Mercedes-Benz,AMG GT C,2020,15000,Gasoline,550.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,129000,4.0,1.4332739755222257,AT (Automatic)
Mazda,Mazda6 i Touring,2016,119500,Gasoline,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,15000,2.5,0.9104040980323133,AT (Automatic)
Porsche,Macan S,2016,50000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Red,None reported,Yes,36000,3.0,0.572164211128594,AT (Automatic)
Porsche,Panamera 4,2011,85000,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,None reported,No,21500,3.6,0.8067542213883677,AT (Automatic)
Genesis,G70 3.3T Advanced,2019,48000,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,29999,3.3,0.9525155185826096,AT (Automatic)
Jeep,Wrangler Sport,2021,11756,Gasoline,"2L I-4 gasoline direct injection, DOHC, intercooled turbo, engin",Automatic,Granite Crystal Metallic Clearcoat,Black,At least 1 accident or damage reported,No,33400,2.0,0.767886702225492,AT (Automatic)
Audi,Q5 2.0T Premium Plus,2018,50400,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,28500,2.0,0.7039509951307249,AT (Automatic)
BMW,335 i xDrive,2012,153600,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,Yes,17500,3.0,0.7559667374635516,Manual
Land,Rover Range Rover P530 SE,2023,1869,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,Automatic,Eiger Grey,Deep Garnet,None reported,Yes,164725,4.4,1.2758930670549793,AT (Automatic)
Dodge,Durango SRT 392,2022,31917,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,64683,6.4,1.4053069530644613,AT (Automatic)
BMW,M3 Base,2016,56235,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Orange,Orange,None reported,Yes,50500,3.0,1.756121309537149,Manual
Ford,Fiesta ST,2019,28724,Gasoline,197.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,At least 1 accident or damage reported,Yes,18300,1.6,0.4320011331177262,Manual
Lincoln,MKS Base,2015,124400,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,9500,3.7,0.782967032967033,AT (Automatic)
Chevrolet,Tahoe Premier,2020,137000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,46000,5.3,0.8333299785427596,AT (Automatic)
Ferrari,F430 Berlinetta,2005,38686,Gasoline,483.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,99999,4.3,1.0,AT (Automatic)
Ford,F-250 Platinum,2022,6600,Gasoline,430.0HP 7.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,72900,7.3,1.2941016733171713,AT (Automatic)
Mercedes-Benz,SLK-Class SLK280 Roadster,2007,67200,Gasoline,228.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,11500,3.0,0.44797631568696195,AT (Automatic)
Porsche,Macan,2021,16554,Gasoline,2.0 Liter,Automatic,White,Beige,None reported,No,51698,2.0,0.4315060957241532,AT (Automatic)
BMW,X5 PHEV xDrive45e,2023,15736,Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Blue,Brown,None reported,Yes,67900,3.0,0.7519954459421594,AT (Automatic)
Mercedes-Benz,E-Class E500,2005,153460,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Gold,At least 1 accident or damage reported,Yes,5800,5.0,0.4416523891109842,AT (Automatic)
Acura,TL 3.7,2012,70000,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,15051,3.7,0.8840269008252327,AT (Automatic)
Hyundai,Equus Signature,2011,143898,Gasoline,378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Brown,None reported,Yes,9950,4.6,1.1502890173410405,AT (Automatic)
Mercedes-Benz,SL-Class SL500 Roadster,2003,26190,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,22000,5.0,1.4224137931034484,AT (Automatic)
Toyota,Land Cruiser Base,2000,209193,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,15900,4.7,1.0127388535031847,AT (Automatic)
RAM,2500 Big Horn,2018,27839,Gasoline,6.4L V8 16V MPFI OHV,6-Speed Automatic,Granite Crystal Clearcoat Metallic,Diesel Gray / Black,None reported,Yes,41688,6.4,1.0199585293200155,AT (Automatic)
Chevrolet,Silverado 2500 WT,2018,141195,E85 Flex Fuel,6.0L V8 16V MPFI OHV Flexible Fuel,6-Speed Automatic,Summit White,Dark Ash,None reported,No,28499,6.0,0.7479669208302037,AT (Automatic)
Porsche,Macan S,2022,20250,Gasoline,375.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,68500,2.9,0.5511629403939406,AT (Automatic)
Jeep,Grand Cherokee L Limited,2022,18333,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Velvet Red Pearlcoat,Global Black,None reported,No,41599,3.6,0.8052029750642388,AT (Automatic)
Mercedes-Benz,E-Class E 350,2014,35000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Beige,None reported,Yes,29998,3.5,1.1668498094712845,AT (Automatic)
Dodge,Magnum Base,2006,133255,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,4000,3.5,0.4947870648524474,AT (Automatic)
Porsche,Macan Turbo,2021,14526,Gasoline,2.9 Liter Turbo,Automatic,Black,–,None reported,No,79998,2.9,0.6677168293887734,AT (Automatic)
Mercedes-Benz,E-Class E 550,2014,43690,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,23500,4.7,0.9140932903051933,AT (Automatic)
Porsche,Macan S,2020,29136,Gasoline,3.0 Liter Turbo,Automatic,White,Red,None reported,No,58598,3.0,0.6081494110585725,AT (Automatic)
Cadillac,XT5 Luxury,2017,72060,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Stellar Black Metallic,Shara Beige,None reported,No,24590,3.6,0.6238873501490582,AT (Automatic)
Toyota,Tundra Platinum,2023,8800,Gasoline,389.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,68500,3.4,1.0540387186120541,AT (Automatic)
Nissan,Versa 1.6 SL,2015,85768,Gasoline,109.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,8250,1.6,0.26383958553199655,AT (Automatic)
Mercedes-Benz,AMG GT 53 Base,2022,2235,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,110000,3.0,1.2493794512100762,AT (Automatic)
Buick,Enclave Avenir,2019,121521,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Dark Slate Metallic,Ebony / Ebony Accents,None reported,Yes,26772,3.6,1.097685479407122,AT (Automatic)
Porsche,911 GT3,2015,23700,Gasoline,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,144940,3.8,2.2110848157124217,AT (Automatic)
BMW,328 i,2013,124000,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,11900,3.0,0.5722011500592566,AT (Automatic)
Acura,ILX Premium Package,2018,32260,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,20999,2.4,0.33438075573649545,AT (Automatic)
Lexus,GX 460 Base,2015,92000,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,28000,4.6,0.9394039705474488,AT (Automatic)
Toyota,Land Cruiser Base,2010,269885,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,22500,5.7,1.4642876511741416,AT (Automatic)
Chevrolet,Corvette Base,2008,51855,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Red,None reported,Yes,35900,6.2,1.3327146171693736,AT (Automatic)
Mazda,Mazda6 i Touring,2015,124000,Gasoline,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Manual,White,Beige,At least 1 accident or damage reported,Yes,12900,2.5,1.0631868131868132,Manual
Jaguar,F-TYPE R,2015,26000,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Red,None reported,Yes,52500,5.0,1.40625,AT (Automatic)
Audi,A3 2.0T Premium,2018,36500,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Silver,At least 1 accident or damage reported,Yes,25500,2.0,0.6298508903801223,AT (Automatic)
Chevrolet,Camaro 2SS,2022,1400,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,54900,6.2,0.9163798198224514,AT (Automatic)
Jeep,Wrangler Unlimited Sport S,2018,17000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,38500,3.6,1.2991030003093103,AT (Automatic)
Honda,Civic Sport,2021,42750,Gasoline,1.5L I4 16V GDI DOHC Turbo,Automatic CVT,Black,Black,None reported,Yes,25698,1.5,0.7790577820893713,AT (Automatic)
Porsche,Cayman Base,2011,67998,Gasoline,265.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,Manual,White,Beige,None reported,Yes,30000,2.9,1.125703564727955,Manual
Ford,Mustang GT,2008,64500,Gasoline,300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Manual,Black,Red,At least 1 accident or damage reported,Yes,16000,4.6,1.2542461458061145,Manual
Toyota,FJ Cruiser Base,2007,102000,Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Manual,Blue,Black,None reported,Yes,24900,4.0,1.5952846205593105,Manual
Land,Rover Discovery SE,2004,145000,Gasoline,217.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,None reported,Yes,15500,4.6,1.0,AT (Automatic)
Porsche,718 Boxster S,2018,50000,Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,55000,2.5,0.6151353111279843,AT (Automatic)
Chevrolet,Corvette Base,2004,37622,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,25500,5.7,1.7172150811889189,AT (Automatic)
Toyota,Avalon Limited,2006,89987,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Green,Beige,None reported,Yes,9499,3.5,1.0148721126519797,AT (Automatic)
INFINITI,QX80 Base,2015,136390,Gasoline,5.6L V8 32V GDI DOHC,7-Speed Automatic,Black Obsidian,Black,None reported,Yes,20470,5.6,1.2006287611294237,AT (Automatic)
Chevrolet,Camaro 2SS,2015,27000,Gasoline,426.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,33000,6.2,1.1469740490914824,AT (Automatic)
